name_csv,BSPA_ID,status_csv,name_shape,BHI_ID,country,mpa_area,date_est,eez_area_km2
Sydfynske Oehav,271,Designated_and_managed,Sydfynske Øhav,3,Denmark,45199,10.9.2009,10369.11323
Sydfynske Oehav,271,Designated_and_managed,Sydfynske Øhav,7,Denmark,45199,10.9.2009,1208.87616
Roskilde Fjord og J<e6>gerspris Nordskov,289,Designated_and_managed,Roskilde Fjord og Jægerspris Nordskov,2,Denmark,14810,16.12.2009,15300.69996
Vestamager og havet syd for,273,Designated_and_managed,Vestamager og havet syd for,12,Denmark,6179,17.9.2009,6272.53375
Oelsemagle Strand og Staunings Oe,281,Designated_and_managed,Ølsemagle Strand og Staunings Ø,12,Denmark,538,16.12.2009,6272.53375
Havet og kysten mellem Hundested og Roervig,253,Designated_and_managed,Havet og kysten mellem Hundested og Rørvig,2,Denmark,4023,28.8.2009,15300.69996
Sejeroe Bugt og Saltb<e6>k Vig,268,Designated_and_managed,Sejerø Bugt og Saltbæk Vig,3,Denmark,44500,6.4.2009,10369.11323
Udby Vig,292,Designated_and_managed,Udby Vig,2,Denmark,384,16.12.2009,15300.69996
Hov Vig,280,Designated_and_managed,Hov Vig,2,Denmark,240,16.12.2009,15300.69996
Havet og kysten mellem Pr<e6>stoe Fjord og Groensund,264,Designated_and_managed,Havet og kysten mellem Præstø Fjord og Grønsund,12,Denmark,32815,6.4.2009,6272.53375
Klinteskov Kalkgrund,258,Designated_and_managed,Klinteskov Kalkgrund,12,Denmark,1994,10.9.2009,6272.53375
Nakskov Fjord og Inderfjord,263,Designated_and_managed,Nakskov Fjord og Inderfjord,3,Denmark,8526,10.9.2009,10369.11323
Stege Nor,291,Designated_and_managed,Stege Nor,12,Denmark,572,16.12.2009,6272.53375
Ryggen,266,Designated_and_managed,Ryggen,3,Denmark,437,10.9.2009,10369.11323
Hatter Barn,252,Designated_and_managed,Hatter Barn,3,Denmark,633,10.9.2009,10369.11323
Broen,248,Designated_and_managed,Broen,3,Denmark,588,10.9.2009,10369.11323
Munkegrund,262,Designated_and_managed,Munkegrunde,3,Denmark,1329,10.9.2009,10369.11323
Stevns Rev,270,Designated_and_managed,Stevns Rev,12,Denmark,4640,10.9.2009,6272.53375
Boechers Grund,247,Designated_and_managed,Bøchers Grund,12,Denmark,1098,10.9.2009,6272.53375
Hvideodde Rev,256,Designated_and_managed,Hvideodde Rev,12,Denmark,789,17.9.2009,6272.53375
Hvideodde Rev,256,Designated_and_managed,Hvideodde Rev,15,Denmark,789,17.9.2009,7152.79836
Bakkebr<e6>dt og Bakkegrund,245,Designated_and_managed,Bakkebrædt og Bakkeground,12,Denmark,299,10.9.2009,6272.53375
Mols Bjerge med kystvande,261,Designated_and_managed,Mols Bjerge med kystvande,3,Denmark,2915,23.9.2009,10369.11323
Kaloeskovene og Kaloevig,283,Designated_and_managed,Kaløskovene og Kaløvig,3,Denmark,746,16.12.2009,10369.11323
Kobberhage kystarealer,284,Designated_and_managed,Kobberhage kystarealer,3,Denmark,792,16.12.2009,10369.11323
Kobberhage kystarealer,284,Designated_and_managed,Kobberhage kystarealer,2,Denmark,792,16.12.2009,15300.69996
J<e6>gerspris Skydeterr<e6>n,282,Designated_and_managed,Jægerspris Skydeterræn,2,Denmark,569,16.12.2009,15300.69996
Thuroe Rev,272,Designated_and_managed,Thurø Rev,3,Denmark,163,10.9.2009,10369.11323
"Alborg Bugt, oestlige del",274,Designated_and_managed,"Ålborg Bugt, østlige del",2,Denmark,177360,16.12.2009,15300.69996
Mejl Flak,286,Designated,Mejl Flak,3,Denmark,3907,16.12.2009,10369.11323
Adler Grund og Roenne Banke,275,Designated,Adler Grund og Rønne Banke,12,Denmark,31910,16.12.2009,6272.53375
Adler Grund og Roenne Banke,275,Designated,Adler Grund og Rønne Banke,13,Denmark,31910,16.12.2009,7071.49776
Kims Top og den Kinesiske Mur,257,Designated_and_managed,Kims Top og den Kinesiske Mur,2,Denmark,26100,10.9.2009,15300.69996
"Horsens Fjord, havet oest for og Endelave",255,Designated_and_managed,"Horsens Fjord, havet øst for og Endelave",3,Denmark,45823,10.9.2009,10369.11323
Lysegrund,260,Designated_and_managed,Lysegrund,2,Denmark,3158,10.9.2009,15300.69996
"Roesn<e6>s, Roesn<e6>s Rev og Kalundborg Fjord",288,Designated_and_managed,"Røsnæs, Røsnæs Rev og Kalundborg Fjord",3,Denmark,5664,16.12.2009,10369.11323
Femern B<e6>lt,278,Designated,Femern Bælt,3,Denmark,11456,16.12.2009,10369.11323
Femern B<e6>lt,278,Designated,Femern Bælt,7,Denmark,11456,16.12.2009,1208.87616
Femern B<e6>lt,278,Designated,Femern Bælt,8,Denmark,11456,16.12.2009,2079.47971
Gilleleje Flak og Tragten,279,Designated,Gilleleje Flak og Tragten,2,Denmark,15034,16.12.2009,15300.69996
Gilleleje Flak og Tragten,279,Designated,Gilleleje Flak og Tragten,6,Denmark,15034,16.12.2009,588.38712
Gilleleje Flak og Tragten,279,Designated,Gilleleje Flak og Tragten,5,Denmark,15034,16.12.2009,612.66514
Schultz og Hastens Grund samt Briseis Flak,267,Designated_and_managed,Schultz og Hastens Grund samt Briseis Flak,2,Denmark,20710,10.9.2009,15300.69996
"Flensborg Fjord, Bredgrund og farvandet omkring Als",250,Designated_and_managed,"Flensborg Fjord, Bredgrund og farvandet omkring Als",3,Denmark,64922,10.9.2009,10369.11323
"Flensborg Fjord, Bredgrund og farvandet omkring Als",250,Designated_and_managed,"Flensborg Fjord, Bredgrund og farvandet omkring Als",7,Denmark,64922,10.9.2009,1208.87616
"Flensborg Fjord, Bredgrund og farvandet omkring Als",250,Designated_and_managed,"Flensborg Fjord, Bredgrund og farvandet omkring Als",4,Denmark,64922,10.9.2009,140.98877
"Flensborg Fjord, Bredgrund og farvandet omkring Als",250,Designated_and_managed,"Flensborg Fjord, Bredgrund og farvandet omkring Als",8,Denmark,64922,10.9.2009,2079.47971
Ebbeloekke Rev,277,Designated_and_managed,Ebbeløkke Rev,2,Denmark,140,16.12.2009,15300.69996
Kyndby Kyst,285,Designated_and_managed,Kyndby Kyst,2,Denmark,360,16.12.2009,15300.69996
Northern Midsjoebanken,116,Designated,Northern Midsjöbanken,14,Sweden,98400,9.11.2009,15096.6004
Northern Midsjoebanken,116,Designated,Northern Midsjöbanken,20,Sweden,98400,9.11.2009,21941.00756
Northern Midsjoebanken,116,Designated,Northern Midsjöbanken,26,Sweden,98400,9.11.2009,27456.05692
Morups Bank,295,Designated,Morups Bank,1,Sweden,567,9.11.2009,6739.5362
Stora Middelgrund och Roede Bank,296,Designated,Stora Middelgrund och Röde Bank,2,Sweden,11425,9.11.2009,15300.69996
Stora Middelgrund och Roede Bank,296,Designated,Stora Middelgrund och Röde Bank,1,Sweden,11425,9.11.2009,6739.5362
Finngrundet-Oestra Banken,297,Designated_and_managed,Finngrundet-Östra Banken,37,Sweden,23162,16.5.2011,31735.90809
Vaenta Litets Grund,298,Designated_and_managed,Vänta Litets Grund,37,Sweden,15139,16.5.2011,31735.90809
Marakallen,299,Designated_and_managed,Marakallen,41,Sweden,5985,16.5.2011,17335.82956
Kvaedoefjaerden med Torroe,300,Designated_and_managed,Kvädöfjärden med Torrö,26,Sweden,5663,16.5.2011,27456.05692
Kura Kurk,95,Designated,Kura Kurk,25,Estonia,197300,1.4.2009,5414.05646
Kura Kurk,95,Designated,Kura Kurk,28,Estonia,197300,1.4.2009,10774.55332
Kura Kurk,95,Designated,Kura Kurk,24,Estonia,197300,1.4.2009,20977.58487
Kura Kurk,95,Designated,Kura Kurk,27,Estonia,197300,1.4.2009,7993.91788
Paernu lahe,94,Designated,Pärnu lahe,28,Estonia,114400,1.4.2009,10774.55332
Pakri,206,Designated_and_managed,Pakri,34,Estonia,20470,1.4.2009,8426.04463
NA,2,NA,Jasmund National Park,13,Germany,3003,13.7.2005,7071.49776
NA,3,NA,Vorpommersche Boddenlandshaft National Park (West-Pommeranian Lagoon National Park),13,Germany,80500,13.7.2005,7071.49776
NA,3,NA,Vorpommersche Boddenlandshaft National Park (West-Pommeranian Lagoon National Park),10,Germany,80500,13.7.2005,3438.82204
Lahemaa,88,Designated_and_managed,Lahemaa,34,Estonia,74421,1.4.2009,8426.04463
Hiiu Madala,90,Designated_and_managed,Hiiu Madala,31,Estonia,9600,1.4.2009,11841.39906
Vilsandi,91,Designated_and_managed,Vilsandi,25,Estonia,31720,1.4.2009,5414.05646
Vilsandi,91,Designated_and_managed,Vilsandi,31,Estonia,31720,1.4.2009,11841.39906
Haparanda Archipelago,101,Designated_and_partly_managed,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,101,Designated_and_partly_managed,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Holmoe Islands,103,Designated_and_managed,Holmö Islands,39,Sweden,24216,25.9.2008,3215.71496
High Coast,104,Designated_and_managed,High Coast,37,Sweden,152034,30.9.2008,31735.90809
Graesoe/Singoe Archipelago,105,Designated_and_managed,Gräsö/Singö Archipelago,35,Sweden,66247,16.9.2008,2703.05659
Stora Nassa-Sv. Hoegarna,106,Designated_and_partly_managed,Stora Nassa-Sv. Högarna,29,Sweden,29852,16.9.2008,17728.40167
Fifang-Askoe-Hartsoe,107,Designated_and_managed,Fifång-Askö-Hartsö,29,Sweden,29550,16.9.2008,17728.40167
S:t Anna/Missjoe Archipelago,108,Designated_and_managed,St. Anna/Missjö Archipelago,26,Sweden,16614,16.9.2008,27456.05692
Kopparstenarna/Gotska Sandoen/Salvorev Area,109,Designated_and_managed,Kopparstenarna/Gotska Sandön/Salvorev Area,20,Sweden,60510,16.9.2008,21941.00756
Kopparstenarna/Gotska Sandoen/Salvorev Area,109,Designated_and_managed,Kopparstenarna/Gotska Sandön/Salvorev Area,29,Sweden,60510,16.9.2008,17728.40167
Kopparstenarna/Gotska Sandoen/Salvorev Area,109,Designated_and_managed,Kopparstenarna/Gotska Sandön/Salvorev Area,26,Sweden,60510,16.9.2008,27456.05692
NA,110,NA,Torhamns Archipelago,14,Sweden,10557,25.9.2008,15096.6004
Falsterbo Peninsula with Maklaeppen,111,Designated_and_managed,Falsterbo Peninsula with Måkläppen,11,Sweden,46330,30.9.2008,4226.44762
Kullaberg-Skaelderviken,112,Designated_and_managed,Kullaberg-Skälderviken,1,Sweden,4519,30.9.2008,6739.5362
Kullaberg-Skaelderviken,112,Designated_and_managed,Kullaberg-Skälderviken,5,Sweden,4519,30.9.2008,612.66514
Kungsbackafjorden,113,Designated_and_managed,Kungsbackafjorden,1,Sweden,7877,30.9.2008,6739.5362
Hoburgs Bank,115,Designated_and_managed,Hoburgs Bank,20,Sweden,122671,16.9.2008,21941.00756
Hoburgs Bank,115,Designated_and_managed,Hoburgs Bank,26,Sweden,122671,16.9.2008,27456.05692
Fladen,118,Designated_and_managed,Fladen,1,Sweden,10395,30.9.2008,6739.5362
Lilla Middelgrund,119,Designated_and_managed,Lilla Middelgrund,1,Sweden,17864,30.9.2008,6739.5362
Curonian Spit National Park,122,Designated_and_managed,Curonian Spit National Park,23,Lithuania,27339,23.4.1991,6139.73941
Curonian Spit National Park,122,Designated_and_managed,Curonian Spit National Park,22,Lithuania,27339,23.4.1991,9466.30104
Pajuris Regional Park,123,Designated_and_managed,Pajuris Regional Park,23,Lithuania,5870,24.9.1992,6139.73941
Nemunas Delta Regional Park,124,Designated_and_managed,Nemunas Delta Regional Park,23,Lithuania,28953,24.9.1992,6139.73941
Nemunas Delta Regional Park,124,Designated_and_managed,Nemunas Delta Regional Park,22,Lithuania,28953,24.9.1992,9466.30104
The state Baltic sea marine reserve,125,Designated,The state Baltic sea marine reserve,23,Lithuania,14027,25.5.2005,6139.73941
Davids Banke,126,Designated_and_managed,Bornholm: Davids Banke,15,Denmark,838,14.7.2005,7152.79836
Sk<e6>lskoer Fjord og havet og kysten mellem Agersoe og Gl<e6>noe,128,Designated_and_managed,Skælskør Fjord og havet og kysten mellem Agersø og Glænø,3,Denmark,18500,22.8.2005,10369.11323
Saltholm og omliggende hav,129,Designated_and_managed,Saltholm og omliggende hav,12,Denmark,7218,14.7.2005,6272.53375
Saltholm og omliggende hav,129,Designated_and_managed,Saltholm og omliggende hav,6,Denmark,7218,14.7.2005,588.38712
"Stavns Fjord, Samsoe Oesterflak og Nordby Hede",130,Designated_and_managed,"Stavns Fjord, Samsø Østerflak og Nordby Hede",3,Denmark,15663,14.7.2005,10369.11323
Hesseloe med omliggende stenrev,131,Designated_and_managed,Hesselø med omliggende stenrev,2,Denmark,4200,14.7.2005,15300.69996
"Alborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites",133,Designated_and_managed,"Ålborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites",2,Denmark,72197,14.7.2005,15300.69996
Herthas Flak,137,Designated_and_managed,Herthas Flak,2,Denmark,1380,14.7.2005,15300.69996
	Bothnian Bay National Park,139,Designated_and_managed,Perämeren kansallispuisto /Bothnian Bay National Park,42,Finland,15890,19.9.2005,14930.90472
	Outer Bothnian Threshold Archipelago (The Quark),140,Designated,Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),38,Finland,128162,19.9.2005,28136.78846
	Outer Bothnian Threshold Archipelago (The Quark),140,Designated,Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),40,Finland,128162,19.9.2005,4932.99666
	Oura Archipelago,141,Designated,Ouran saaristo /Oura Archipelago,38,Finland,3073,19.9.2005,28136.78846
	Uusikaupunki Archipelago,142,Designated,Uudenkaupungin saaristo/ Uusikaupunki Archipelago,36,Finland,55992,19.9.2005,12405.68538
	Uusikaupunki Archipelago,142,Designated,Uudenkaupungin saaristo/ Uusikaupunki Archipelago,38,Finland,55992,19.9.2005,28136.78846
	Archipelago Sea,143,Designated,Saaristomeri /Archipelago Sea,36,Finland,59842,19.9.2005,12405.68538
	Archipelago Sea,143,Designated,Saaristomeri /Archipelago Sea,30,Finland,59842,19.9.2005,9800.24404
	Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area,144,Designated_and_managed,Tammisaaren ja Hangon saariston ja Pohjanpitäjänlahden merensuojelualue /Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area,32,Finland,52630,19.9.2005,9549.67733
	Eastern Gulf of Finland Archipelago and waters,145,Designated_and_managed,Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,32,Finland,95628,19.9.2005,9549.67733
	Eastern Gulf of Finland Archipelago and waters,145,Designated_and_managed,Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,33,Finland,95628,19.9.2005,11571.59858
	Hailuoto northshore,147,Designated,"Hailuoto, pohjoisranta/ Hailuoto northshore",42,Finland,3671,19.9.2005,14930.90472
Kirkkosalmi,148,Designated,Kirkkosalmi,42,Finland,1019,19.9.2005,14930.90472
Isomatala-Maasyvaenlahti,149,Designated,Isomatala-Maasyvänlahti,42,Finland,1531,19.9.2005,14930.90472
	Liminganlahti,150,Designated,Liminka Bay /Liminganlahti,42,Finland,11823,19.9.2005,14930.90472
	Rahja Archipelago,151,Designated_and_managed,Rahjan saaristo/Rahja Archipelago,42,Finland,8381,19.9.2005,14930.90472
	Kokkola Archipelago,152,Designated_and_managed,Kokkolan saaristo/Kokkola Archipelago,42,Finland,14955,22.11.2006,14930.90472
	Luoto Archipelago,153,Designated_and_managed,Luodon saaristo/Luoto Archipelago,42,Finland,14457,19.9.2005,14930.90472
	Uusikaarlepyy Archipelago,154,Designated,Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,42,Finland,3210,19.9.2005,14930.90472
	Uusikaarlepyy Archipelago,154,Designated,Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,40,Finland,3210,19.9.2005,4932.99666
	Naerpioe Archipelago,155,Designated,Närpiön saaristo /Närpiö Archipelago,38,Finland,11828,19.9.2005,28136.78846
	Kristiinankaupunki Archipelago,156,Designated,Kristiinankaupungin saaristo /Kristiinankaupunki Archipelago,38,Finland,8059,19.9.2005,28136.78846
	Tulliniemi bird protection area,157,Designated,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,36,Finland,2566,19.9.2005,12405.68538
	Tulliniemi bird protection area,157,Designated,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,32,Finland,2566,19.9.2005,9549.67733
	Tulliniemi bird protection area,157,Designated,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,30,Finland,2566,19.9.2005,9800.24404
	Kirkkonummi Archipelago,158,Designated,Kirkkonummen saaristo/ Kirkkonummi Archipelago,32,Finland,1750,19.9.2005,9549.67733
	Soederskaer and Langoeren Archipelago,159,Designated,Söderskärin ja Långörenin saaristo /Söderskär and Långören Archipelago,32,Finland,18219,19.9.2005,9549.67733
	Porvoonjoki estuary-Stensboele,160,Designated,Porvoonjoen suisto - Stensböle /Porvoonjoki estuary-Stensböle,32,Finland,1331,19.9.2005,9549.67733
	Pernajabay and Pernaja Archipelago marine protection areas,161,Designated,Pernajanlahtien ja Pernajan saariston merensuojelualue /Pernajabay and Pernaja Archipelago marine protection areas,32,Finland,65755,22.11.2006,9549.67733
NA,171,NA,Walkyriengrund,10,Germany,2224,1.3.2009,3438.82204
Pommersche Bucht-Roennebank,172,Designated,Pommersche Bucht-Rönnebank,13,Germany,209018,1.4.2004,7071.49776
Pommersche Bucht-Roennebank,172,Designated,Pommersche Bucht-Rönnebank,16,Germany,209018,1.4.2004,2566.81091
Pommersche Bucht-Roennebank,172,Designated,Pommersche Bucht-Rönnebank,17,Germany,209018,1.4.2004,17334.97259
"Kustenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",173,Designated,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",3,Germany,23362,1.4.2009,10369.11323
"Kustenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",173,Designated,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",4,Germany,23362,1.4.2009,140.98877
"Kustenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",173,Designated,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",8,Germany,23362,1.4.2009,2079.47971
Schlei incl. Schleimunde und vorgelagerter Flachgrunde,174,Designated,Schlei incl. Schleimünde und vorgelagerter Flachgründe,8,Germany,17434,1.2.2006,2079.47971
"Eckernfoerder Bucht mit Flachgrunden, Sudkuste der Eckernfoerder Bucht und vorgelagerte Flachgrunde",175,Designated,"Eckernförder Bucht mit Flachgründen, Südküste der Eckernförder Bucht und vorgelagerte Flachgründe",8,Germany,20302,1.3.2009,2079.47971
"Kustenlandschaft Bottsand - Marzkamp u. vorgelagerte Flachgrunde, Oestlichen Kieler Bucht",176,Designated,"Küstenlandschaft Bottsand - Marzkamp u. vorgelagerte Flachgründe, Östlichen Kieler Bucht",8,Germany,142003,1.3.2009,2079.47971
"Staberhuk, Grossenbrode Meeresbereiche, Wagrien, Sagas-Bank",177,Designated,"Staberhuk, Großenbrode Meeresbereiche, Wagrien, Sagas-Bank",10,Germany,46055,1.3.2009,3438.82204
"Staberhuk, Grossenbrode Meeresbereiche, Wagrien, Sagas-Bank",177,Designated,"Staberhuk, Großenbrode Meeresbereiche, Wagrien, Sagas-Bank",8,Germany,46055,1.3.2009,2079.47971
NA,178,NA,Ostseeküste am Brodtener Ufer,10,Germany,2084,1.3.2009,3438.82204
NA,180,NA,Fehmarnbelt,7,Germany,27992,21.5.2008,1208.87616
NA,180,NA,Fehmarnbelt,10,Germany,27992,21.5.2008,3438.82204
NA,180,NA,Fehmarnbelt,8,Germany,27992,21.5.2008,2079.47971
NA,181,NA,Kadetrinne,12,Germany,10007,1.4.2004,6272.53375
NA,181,NA,Kadetrinne,9,Germany,10007,1.4.2004,1144.29301
NA,181,NA,Kadetrinne,13,Germany,10007,1.4.2004,7071.49776
NA,181,NA,Kadetrinne,10,Germany,10007,1.4.2004,3438.82204
Ertholmene,184,Designated_and_managed,Bornholm: Ertholmene,15,Denmark,1256,14.7.2005,7152.79836
Kirkegrund,185,Designated_and_managed,Kirkegrund,3,Denmark,1761,22.8.2005,10369.11323
Havet og kysten mellem Karreb<e6>k Fjord og Knudshoved Odde,186,Designated_and_managed,Havet og kysten mellem Karrebæk Fjord og Knudshoved Odde,3,Denmark,18871,22.8.2005,10369.11323
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand",187,Designated_and_managed,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",9,Denmark,77848,22.8.2005,1144.29301
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand",187,Designated_and_managed,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",3,Denmark,77848,22.8.2005,10369.11323
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand",187,Designated_and_managed,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",7,Denmark,77848,22.8.2005,1208.87616
Kronoeren,189,Designated_and_managed,Kronören,37,Sweden,5834,16.9.2008,31735.90809
Axmar,190,Designated_and_managed,Axmar,37,Sweden,7225,16.9.2008,31735.90809
Bulleroe-Bytta,191,Designated_and_managed,Bullerö-Bytta,29,Sweden,14385,16.9.2008,17728.40167
Vaernanaes Archipelago,192,Designated_and_managed,Värnanäs Archipelago,26,Sweden,1552,6.10.2008,27456.05692
Lundakrabukten,193,Designated_and_partly_managed,Lundåkrabukten,5,Sweden,1963,30.9.2008,612.66514
Hallands Vaederoe,194,Designated_and_managed,Hallands Väderö,1,Sweden,1836,30.9.2008,6739.5362
Vaeinameri,207,Designated,Väinameri,28,Estonia,271297,1.4.2009,10774.55332
Vaeinameri,207,Designated,Väinameri,31,Estonia,271297,1.4.2009,11841.39906
Havet omkring Nordre Roenner,188,Designated_and_managed,Havet omkring Nordre Rønner,2,Denmark,18535,14.7.2005,15300.69996
L<e6>soe Trindel og Toenneberg Banke,136,Designated_and_managed,Læsø Trindel og Tønneberg Banke,2,Denmark,8659.70019531,14.7.2005,15300.69996
Store Middelgrund,132,Designated_and_managed,Store Middelgrund,2,Denmark,2137,14.7.2005,15300.69996
Store Middelgrund,132,Designated_and_managed,Store Middelgrund,1,Denmark,2137,14.7.2005,6739.5362
"Hirsholmene, havet vest herfor og Ellinge A's udloeb",135,Designated_and_managed,"Hirsholmene, havet vest herfor og Ellinge Å's udløb",2,Denmark,9500,14.7.2005,15300.69996
Strandenge pa L<e6>soe og havet syd herfor,134,Designated_and_managed,Strandenge på Læsø og havet syd herfor,2,Denmark,102714,14.7.2005,15300.69996
Ainazi-Salacgriva,303,Designated,Ainazi-Salacgriva,28,Latvia,7113,16.1.2013,10774.55332
Ainazi-Salacgriva,303,Designated,Ainazi-Salacgriva,27,Latvia,7113,16.1.2013,7993.91788
Akmensrags,308,Designated,Akmensrags,24,Latvia,25829,16.1.2013,20977.58487
Irbes saurums,307,Designated,Irbes saurums,25,Latvia,172412,16.1.2013,5414.05646
Irbes saurums,307,Designated,Irbes saurums,28,Latvia,172412,16.1.2013,10774.55332
Irbes saurums,307,Designated,Irbes saurums,24,Latvia,172412,16.1.2013,20977.58487
Irbes saurums,307,Designated,Irbes saurums,27,Latvia,172412,16.1.2013,7993.91788
